Designation,Gender,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
Quality Checkers and Testers,m,2,65.7,1,465,545,385,0.960603252,0.089873624,0.176357656,0.988782296,-0.733401087,-2.719391097
Quality Checkers and Testers,m,2,65.72,0,495,585,615,0.694479328,-0.902365305,0.322174933,0.787296174,-0.994792019,-2.75484959
Quality Checkers and Testers,m,2,65.78,0,405,475,404,0.3423149,-0.359539485,0.845560157,-0.405859005,-0.174136459,-1.744701253
Quality Checkers and Testers,f,2,65.8,1,455,455,585,0.376059587,-0.588667129,0.533244874,0.863208277,-0.27184101,-1.996024449
Quality Checkers and Testers,m,2,65.86,0,415,405,345,0.216785486,-0.331236751,0.059048373,-0.371866335,-1.290094272,-1.952382421
Quality Checkers and Testers,m,2,66,1,394,265,445,0.376059587,-0.785243728,0.56874394,0.167103555,-0.665101677,-2.712183331
Quality Checkers and Testers,m,2,66,0,570,555,665,0.88162007,0.375427321,0.104042752,-0.739411692,1.190170756,-2.560242081
Quality Checkers and Testers,m,2,66,0,420,455,440,0.165633092,-0.884419028,0.050043762,0.230043349,-0.412940731,-2.603372041
Quality Checkers and Testers,m,2,66,0,570,485,430,0.486747008,-0.801773466,0.656488401,0.290720243,0.062319351,-1.912880197
Quality Checkers and Testers,m,2,66.13,0,625,595,605,0.704090412,-0.175347648,0.227734075,0.039009154,-0.947588199,-1.816261609
Quality Checkers and Testers,m,2,66.2,1,325,560,485,0.843123727,-1.288696003,0.65590617,0.079489303,-0.746148374,-2.387659253
Quality Checkers and Testers,m,2,66.2,0,675,500,575,0.744758354,-0.166045658,0.162512026,0.736217436,-0.085980518,-1.931646833
Quality Checkers and Testers,m,2,66.23,1,405,495,535,0.144789889,-0.112447935,0.917615036,0.794162025,-0.268257692,-1.528386732
Quality Checkers and Testers,m,2,66.24,0,590,440,620,0.622642916,-0.98257668,0.519273679,0.596275976,-1.064447206,-2.741026244
Quality Checkers and Testers,m,1,67,1,675,595,625,0.843123727,-0.653045287,-0.202407443,0.381093296,-0.179883032,-2.184277798
Quality Checkers and Testers,m,2,67,1,485,505,595,0.377551419,-1.268877895,-0.255443001,0.977026987,-1.48541193,-2.835486685
Quality Checkers and Testers,m,2,67,0,485,470,430,0.81941653,-0.223184898,0.188940252,0.634269251,0.783807078,2.749437115
Quality Checkers and Testers,m,2,67,0,555,450,470,0.486747008,-0.653219881,0.040541834,0.297355839,-1.437444895,1.825155507
Quality Checkers and Testers,m,1,67,0,720,530,500,0.649389715,-0.759324305,0.041085865,0.563624118,-0.015008565,-1.604949902
Quality Checkers and Testers,m,2,67,0,475,435,370,0.557389506,-1.026859442,0.652538744,0.694515685,-0.9069856,-2.150301229
Quality Checkers and Testers,m,2,67.08,0,405,460,450,0.842248322,-0.926544662,0.601167715,0.861815618,-0.128974074,-1.572704876
Quality Checkers and Testers,m,1,67.27,0,700,640,510,0.996744487,-1.170376804,0.900587769,0.514430347,-0.702209409,2.590534586
Quality Checkers and Testers,m,2,67.3,0,430,495,720,0.338786347,0.070828298,0.708332967,0.993450306,-0.974126887,-2.872503834
Quality Checkers and Testers,m,2,67.35,0,370,540,525,0.622642916,-0.575515372,0.87860752,-0.493095204,1.260534743,-1.590172483
Quality Checkers and Testers,m,2,67.37,0,465,560,365,0.842248322,0.894811653,0.421556655,0.629801597,-0.926598996,-2.624613448
Quality Checkers and Testers,m,2,67.38,0,625,545,535,0.842248322,-0.606636785,0.518883174,0.597836828,-0.448102271,2.769346844
Quality Checkers and Testers,f,2,67.76,1,705,595,375,0.0587928,-0.702079062,0.536879875,0.32954374,-1.151196011,-1.618831893
Quality Checkers and Testers,f,2,67.84,0,420,385,440,0.23780284,-1.180579955,0.696019463,0.905859377,1.066732926,-2.531754216
Quality Checkers and Testers,m,2,67.87,0,545,565,525,0.744758354,0.440345484,0.731082572,0.687593872,-1.329087955,-1.788469002
Quality Checkers and Testers,f,2,68,0,465,325,295,0.276047228,-0.779484778,0.735465565,-0.849319194,-0.295405333,-1.677512346
Quality Checkers and Testers,m,2,68,1,435,385,365,0.376059587,-0.455195266,0.848707445,0.345397978,-0.730482749,-2.365388029
Quality Checkers and Testers,m,2,68,1,505,425,465,0.538386893,-0.839601645,0.897147477,0.390890379,-0.00447434,2.633317966
Quality Checkers and Testers,f,2,68,0,375,355,465,0.413838256,-1.301645006,0.456943579,0.158258482,-0.738985631,-1.540899195
Quality Checkers and Testers,m,2,68,0,605,465,395,0.704090412,-1.26098603,0.454229393,-0.195327035,-0.234244917,-1.615337624
Quality Checkers and Testers,m,2,68,0,425,605,475,0.308400583,-0.40437021,0.299462312,0.338097329,-0.807013074,1.977342654
Quality Checkers and Testers,f,2,68,0,545,525,150,0.24545566,-0.65626104,0.460762834,0.717186382,-0.793105395,-2.989741497
Quality Checkers and Testers,m,2,68,0,500,580,665,0.765673581,-0.924554091,0.433481541,0.329384459,-1.350160168,-1.675335383
Quality Checkers and Testers,m,2,68,1,415,500,415,0.622642916,-1.166341906,0.713225729,0.230278373,-0.900569174,2.765872611
Quality Checkers and Testers,m,2,68,0,625,470,535,0.622642916,-0.232972724,0.421468195,-0.147368968,-0.563347929,-1.73529063
Quality Checkers and Testers,m,2,68,0,545,460,525,0.338786347,0.39523021,0.065317222,0.949477489,-0.980671789,-2.881119023
Quality Checkers and Testers,m,2,68,0,405,505,440,0.622642916,-0.131685386,0.316067606,0.156333014,-0.609004704,-1.761572246
Quality Checkers and Testers,m,2,68,0,350,520,450,0.783303537,-0.906350931,0.848997951,0.13372873,-1.080344458,-2.780277445
Quality Checkers and Testers,m,2,68.1,0,455,480,415,0.943272158,-0.647214876,0.891889775,0.605873416,-0.417060747,-2.097850411
Quality Checkers and Testers,m,2,68.2,0,580,555,705,0.901489571,-1.023449067,0.199825414,0.642058353,0.544249189,-2.902046378
Quality Checkers and Testers,m,2,68.22,1,465,565,535,0.704090412,-0.894929441,0.503989861,0.952966297,-0.974338682,-1.601472171
Quality Checkers and Testers,m,2,68.3,0,495,425,585,0.286777806,-1.096987272,0.463642786,0.843464861,-0.491769814,1.501619883
Quality Checkers and Testers,m,2,68.4,0,325,545,460,0.493596387,-0.460982518,0.743200518,-0.948038432,-0.188346847,-2.431183058
Quality Checkers and Testers,m,2,68.5,0,404,445,445,0.276047228,-0.810469627,-0.488492869,0.915841299,-1.343960431,-2.346847659
Quality Checkers and Testers,f,2,68.69,0,500,425,385,0.704090412,-0.6040669,0.587888491,0.034600291,-1.489150144,-1.532014387
Quality Checkers and Testers,m,2,68.7,0,310,390,295,0.023312168,-1.112679728,0.485260381,0.592026125,1.409771947,-2.518707612
Quality Checkers and Testers,f,2,68.9,1,315,415,385,0.538386893,0.134465108,0.520524894,-0.985057144,-1.231854797,-2.891168446
Quality Checkers and Testers,m,1,68.93,1,415,525,615,0.635978756,-0.56112148,0.539853287,-0.968752476,-1.15496585,-1.849742681
Quality Checkers and Testers,m,2,69,0,450,620,430,0.486747008,0.647658238,0.719477583,-0.649306915,0.361037549,2.21021852
Quality Checkers and Testers,m,2,69,0,500,360,330,0.649389715,-0.232627107,0.830365459,0.456226129,-0.487189945,-1.637899613
Quality Checkers and Testers,m,2,69.1,0,345,545,585,0.843123727,-0.709748465,0.150192767,0.810025631,-0.442557698,1.600126099
Quality Checkers and Testers,m,2,69.1,0,360,495,430,0.493596387,-0.564028273,0.997384395,0.397352486,-1.44575857,2.876145494
Quality Checkers and Testers,m,2,69.11,0,475,485,464,0.488347977,-0.980002671,0.477310919,0.913180235,0.150180519,2.018350345
Quality Checkers and Testers,f,1,69.4,1,465,450,605,0.704090412,-0.34903734,0.660921944,0.262092177,1.470828589,-2.96161978
Quality Checkers and Testers,m,2,69.4,0,430,545,545,0.911395278,-1.13412708,-0.994845323,0.16235489,1.342405902,-1.675075989
Quality Checkers and Testers,m,2,69.68,0,485,525,650,0.229481755,-0.411860783,0.729493648,0.777937861,0.798433165,-2.767594862
Quality Checkers and Testers,m,2,69.73,0,355,515,465,0.143256541,-0.418265816,0.49855523,0.681072296,0.56718931,1.922681231
Quality Checkers and Testers,f,2,69.73,0,555,545,680,0.952245573,-0.819615372,0.610442531,0.658191663,-1.318365129,1.875054988
Quality Checkers and Testers,m,2,69.75,0,275,400,385,0.725984148,-1.069487673,0.651841672,0.869369793,-0.125469065,-2.687879957
Quality Checkers and Testers,m,2,69.94,0,595,435,475,0.910770164,-1.328793755,0.173918048,0.442199534,-0.565952166,1.730506053
Quality Checkers and Testers,m,2,69.96,1,450,555,445,0.744758354,-0.337211185,-0.812103698,-0.726879114,-0.846052141,-1.734119936
Quality Checkers and Testers,m,2,70,0,454,515,625,0.308400583,-0.22371305,-0.804418705,0.629420368,-0.917910471,-2.027153886
Quality Checkers and Testers,f,2,70,0,445,465,585,0.765673581,-0.412869954,0.019465152,0.483581434,-1.18360642,-1.923216006
Quality Checkers and Testers,m,2,70,0,475,385,545,0.376059587,0.849173316,0.633171296,0.400494789,-0.904668836,-2.548098038
Quality Checkers and Testers,m,2,70,0,345,365,445,0.538386893,-1.212421956,0.629588817,0.651212454,0.502601087,-2.503579552
Quality Checkers and Testers,m,2,70,0,595,425,425,0.525922584,-0.356570307,0.726039271,-0.88404062,-0.580691015,-1.917779408
Quality Checkers and Testers,m,2,70,0,475,585,560,0.538386893,-0.9491958,0.769354498,0.285754155,-1.138650091,-2.528886329
Quality Checkers and Testers,m,2,70,1,520,605,855,0.229481755,-1.430759458,0.1851303,0.034581593,-1.370067511,-1.847682531
Quality Checkers and Testers,f,2,70,0,250,305,385,0.10487136,-1.135767909,0.183283637,0.374856331,0.037431389,-2.624361636
Quality Checkers and Testers,m,2,70,0,380,375,370,0.23780284,1.36667922,0.731096266,0.126626293,-0.190217405,-2.125900022
Quality Checkers and Testers,f,2,70,0,405,410,325,0.022313286,-0.307188833,0.659779759,0.305867666,0.153490385,-2.41355966
Quality Checkers and Testers,m,2,70,1,615,605,545,0.488347977,-0.915929218,0.842322503,0.125100978,-1.063963262,-1.912410382
Quality Checkers and Testers,m,2,70,0,290,425,270,0.193768442,-0.742849723,0.172080628,0.408251439,-0.61403694,-2.227954822
Quality Checkers and Testers,f,2,70,1,685,420,390,0.622642916,-0.324572956,0.093455731,-0.108674185,-1.116177719,-2.957685533
Quality Checkers and Testers,f,2,70,0,545,470,380,0.112139438,-1.169164897,0.689847058,0.55910873,-1.07413193,-2.444173116
Quality Checkers and Testers,m,2,70.02,0,510,420,320,0.216785486,-0.950970149,0.92984966,0.474251816,-1.330326411,-1.738310617
Quality Checkers and Testers,m,2,70.05,1,440,495,430,0.911395278,-0.725915805,0.810049065,0.257236704,-0.950006599,-2.561112076
Quality Checkers and Testers,f,2,70.1,1,465,375,405,0.190153406,-0.249958946,0.907574056,0.070701713,-0.804181168,-2.627071961
Quality Checkers and Testers,m,2,70.2,0,590,545,575,0.842248322,-1.141457448,0.303544065,-0.240857185,-1.196031008,-1.749717591
Quality Checkers and Testers,m,2,70.5,0,315,245,305,0.276047228,-1.115758346,0.621151843,0.640276726,-1.200525171,-2.770232552
Quality Checkers and Testers,m,2,70.7,0,370,495,485,0.021969109,-0.017491061,0.108472403,0.673394604,-1.023288914,2.897900453
Quality Checkers and Testers,m,2,70.87,0,525,570,405,0.991397584,-1.157400953,-0.323049752,0.121008989,-0.803738457,-2.976220895
Quality Checkers and Testers,m,2,71,1,505,305,495,0.376059587,-0.18482618,0.160730147,0.166781139,-0.380379533,-1.535270802
Quality Checkers and Testers,f,2,71,0,345,395,435,0.824666401,-1.173586863,0.038103752,0.232513498,-1.245514778,-1.703080062
Quality Checkers and Testers,m,2,71,0,485,505,505,0.600057182,-0.085299485,0.070987558,-0.402952874,-0.820214389,2.12144369
Quality Checkers and Testers,f,2,71,1,500,460,235,0.080055281,-0.109858218,0.882227636,0.374202489,-0.452759917,-2.809986916
Quality Checkers and Testers,m,2,71,0,520,305,355,0.04099931,-0.56971931,0.695522563,0.220827361,-0.476743002,1.854880905
Quality Checkers and Testers,m,1,71,0,555,610,795,0.996744487,-1.125211854,0.236336339,0.455280169,-0.606560153,-1.895595864
Quality Checkers and Testers,m,2,71,0,520,545,705,0.911395278,0.251986412,0.528481362,0.288733076,-0.701968706,-1.801627093
Quality Checkers and Testers,m,2,71,1,490,675,680,0.694479328,-0.314869588,0.055218884,0.693196123,-0.891226923,2.574165063
Quality Checkers and Testers,m,2,71,0,420,485,415,0.276047228,-0.720932967,0.101117012,0.918194301,-0.038605009,-2.251751688
Quality Checkers and Testers,m,2,71,1,465,455,620,0.04099931,-1.387520894,0.072256959,-0.126951344,-0.712583284,-1.710182033
Quality Checkers and Testers,m,1,71,0,545,505,595,0.864685413,-1.257133354,0.703067684,0.382742006,-0.802289916,-2.887959686
Quality Checkers and Testers,f,2,71,0,615,450,310,0.649389715,1.383560602,0.193491626,0.77732336,-0.766183076,-2.053958462
Quality Checkers and Testers,m,2,71,1,665,530,520,0.338786347,-0.568269991,0.36934027,-0.029966776,0.32399679,-2.168150928
Quality Checkers and Testers,m,2,71.16,1,590,525,705,0.661834476,0.530982035,0.822057339,0.824221734,-0.388891988,-2.482806543
Quality Checkers and Testers,m,2,71.3,0,475,505,475,0.229481755,-1.083928198,0.631075886,0.859332043,-0.024254039,-2.397969318
Quality Checkers and Testers,f,1,71.4,0,755,545,585,0.81941653,-0.829401384,0.570968679,0.656479701,-0.529315513,-2.281575613
Quality Checkers and Testers,f,2,71.42,0,395,605,340,0.450876584,-0.970587643,-0.24421248,0.155515853,0.589210798,-2.184862869
Quality Checkers and Testers,m,2,71.48,1,395,385,315,0.24545566,-0.23136549,0.240686958,0.100841522,-0.887263374,-1.733128595
Quality Checkers and Testers,f,2,71.5,0,510,500,575,0.493596387,-1.378832362,0.348801494,0.08265711,-0.223055756,1.556668039
Quality Checkers and Testers,m,2,71.52,0,360,420,545,0.991397584,-0.591365614,0.715133786,-0.046245006,-1.052477705,-2.600874062
Quality Checkers and Testers,m,2,71.59,1,415,585,705,0.450876584,-0.546761858,0.378582869,0.382679339,-0.411052346,1.688946309
Quality Checkers and Testers,m,2,71.6,0,665,435,535,0.488347977,-0.778638039,0.435862961,0.021465853,-1.283196825,-2.650065747
Quality Checkers and Testers,f,2,71.72,0,445,475,515,0.735795709,-0.784328784,0.105930705,0.470014172,-1.115609129,-2.183833149
Quality Checkers and Testers,m,2,71.77,1,465,375,510,0.20739217,-0.041207256,-0.712689499,0.277037556,-0.810916189,2.863418903
Quality Checkers and Testers,m,2,71.9,0,420,545,495,0.842248322,-0.114784493,0.852126601,0.190940715,-1.364758582,-1.88999501
Quality Checkers and Testers,m,2,71.92,1,710,560,605,0.88162007,-0.166394985,-0.607574916,0.938492148,-0.634853181,-1.981407163
Quality Checkers and Testers,m,2,72,0,355,405,585,0.229481755,-0.100365812,0.812590702,0.439904737,-0.083886705,-1.960055624
Quality Checkers and Testers,f,2,72,0,505,345,365,0.3423149,-0.43637426,0.456147109,0.909868418,-0.253643347,-2.890512769
Quality Checkers and Testers,m,2,72,0,365,415,315,0.376059587,1.054842349,0.529043768,0.495850873,-0.499992358,1.961988309
Quality Checkers and Testers,f,2,72,0,675,475,565,0.450876584,-1.023397289,0.267446351,0.379217339,-1.388558646,-2.724203293
Quality Checkers and Testers,m,2,72,0,695,520,680,0.824666401,-0.413431955,-0.29608793,0.619876256,-1.167734577,-1.671585486
Quality Checkers and Testers,m,2,72,1,355,695,585,0.635978756,-0.780341723,0.697476863,0.825887136,-0.500739523,2.180788784
Quality Checkers and Testers,m,2,72,1,505,450,435,0.413838256,-0.193264477,0.421258812,0.916448294,-0.809197731,-2.10556287
Quality Checkers and Testers,m,2,72,1,415,485,445,0.765673581,-1.020847654,0.745057187,0.285457596,1.120287134,-2.039464525
Quality Checkers and Testers,f,2,72,0,535,580,445,0.81941653,-0.552887778,0.70825649,0.336667126,-0.115111828,-1.550376202
Quality Checkers and Testers,f,2,72,0,535,545,325,0.493596387,-1.290359186,-0.497453501,0.715882216,-1.455911341,-1.695106288
Quality Checkers and Testers,f,2,72,0,710,665,510,0.23780284,-0.493604615,0.25448437,0.304942427,-1.064840182,-2.035484136
Quality Checkers and Testers,m,1,72,0,650,570,750,0.953899775,-0.466521964,0.346629381,0.301155722,-1.286674514,-2.205247294
Quality Checkers and Testers,m,2,72.12,0,525,455,345,0.493596387,-0.242718506,0.301777725,0.439366613,-0.859174655,-2.87550767
Quality Checkers and Testers,m,2,72.14,1,465,450,650,0.0587928,-0.543314394,0.776654449,0.964014355,-0.562892684,-1.973619023
Quality Checkers and Testers,f,2,72.3,0,450,450,445,0.124502074,-0.101969775,0.597648345,0.64759762,-0.765405264,2.09394952
Quality Checkers and Testers,m,2,72.34,0,465,555,650,0.765673581,0.076630548,-0.304696085,0.409289854,-1.125612761,2.345017606
Quality Checkers and Testers,m,2,72.4,0,500,460,415,0.193768442,-0.392062621,0.361177526,0.738917697,-1.255526666,-2.559775962
Quality Checkers and Testers,m,2,72.5,0,405,520,530,0.376059587,-1.205388735,0.198232751,0.421167071,-0.194791427,-1.528444492
Quality Checkers and Testers,m,2,72.6,1,355,315,445,0.793580615,-0.032336479,0.434089541,-0.767828493,-1.034980775,-1.616665683
Quality Checkers and Testers,m,2,72.63,1,615,555,345,0.423951396,-0.330574091,-0.932229427,-0.921745738,1.051673001,-2.684808168
Quality Checkers and Testers,m,2,72.65,0,450,525,720,0.243208657,-0.240891832,0.146692632,-0.608076221,-1.480284177,-1.608503463
Quality Checkers and Testers,m,2,72.73,0,380,545,445,0.735795709,-0.333734366,0.526089124,0.924083756,-1.052999515,2.833441183
Quality Checkers and Testers,m,2,72.76,0,525,595,595,0.943272158,0.478355794,0.859573467,0.232546757,-0.955494498,-1.941627
Quality Checkers and Testers,m,2,72.77,0,475,555,525,0.607034038,-0.377373715,0.294424149,0.884543384,-1.058171971,-2.128855345
Quality Checkers and Testers,m,2,72.8,1,380,340,310,0.414337426,-0.374217778,0.575969849,0.003840156,-0.835448103,-2.190155913
Quality Checkers and Testers,m,2,72.81,0,464,585,515,0.704090412,-0.931892972,0.22661995,0.944084703,-1.400327835,1.783474954
Quality Checkers and Testers,m,2,72.86,0,440,570,630,0.493596387,-0.732729863,0.926623473,0.36899062,-0.416090831,2.968884577
Quality Checkers and Testers,f,2,72.89,0,370,425,430,0.144789889,-0.553216763,0.665763361,0.873509549,-0.221587794,-2.51541828
Quality Checkers and Testers,m,2,72.99,0,275,535,560,0.945134856,-1.109077966,0.212506143,0.416702863,-0.69413977,2.683691304
Quality Checkers and Testers,f,2,73,1,565,465,475,0.765673581,-1.418332298,0.685689096,0.597342896,-0.992302279,-2.949749012
Quality Checkers and Testers,f,2,73,1,535,460,445,0.123016732,-0.005056403,0.206956695,0.795086238,-0.455894215,-2.409624379
Quality Checkers and Testers,f,2,73,1,660,645,695,0.824666401,-0.073951608,0.141013209,0.192507935,-0.30083052,-2.296481893
Quality Checkers and Testers,m,2,73.1,0,465,545,545,0.901489571,-1.238097524,0.542374181,0.565222614,-0.55233215,1.535034988
Quality Checkers and Testers,m,2,73.19,0,385,425,485,0.600057182,-1.365962613,0.69159854,0.611020005,-0.911259696,-2.809047048
Quality Checkers and Testers,m,2,73.3,0,325,485,515,0.308400583,-0.402801343,0.860651152,0.038747941,-0.956292718,-2.699096415
